,ID,Position,FullName,Link,FirstName,LastName,PrimaryNumber,BirthDate,CurrentAge,BirthCity,BirthProvState,BirthCountry,Nationality,Height,Weight,Active,AlternateCaptain,Captain,Rookie,ShootsCatches,RosterStatus
156,8477508,C,Curtis Lazar,/api/v1/people/8477508,Curtis,Lazar,27,1995-02-02,25,Salmon Arm,BC,CAN,CAN,"6' 0""",211,True,False,False,False,R,Y
157,8478403,C,Jack Eichel,/api/v1/people/8478403,Jack,Eichel,9,1996-10-28,24,North Chelmsford,MA,USA,USA,"6' 2""",203,True,False,True,False,R,Y
158,8480035,D,Henri Jokiharju,/api/v1/people/8480035,Henri,Jokiharju,10,1999-06-17,21,Oulu,,FIN,FIN,"6' 0""",195,True,False,False,False,R,Y
159,8480839,D,Rasmus Dahlin,/api/v1/people/8480839,Rasmus,Dahlin,26,2000-04-13,20,Lidkoping,,SWE,SWE,"6' 3""",193,True,False,False,False,L,Y
160,8476981,RW,Josh Anderson,/api/v1/people/8476981,Josh,Anderson,17,1994-05-07,26,Burlington,ON,CAN,CAN,"6' 3""",222,True,False,False,False,R,I
161,8476443,D,Xavier Ouellet,/api/v1/people/8476443,Xavier,Ouellet,61,1993-07-29,27,Bayonne,,FRA,FRA,"6' 1""",193,True,False,False,False,L,Y
162,8477460,C,Laurent Dauphin,/api/v1/people/8477460,Laurent,Dauphin,45,1995-03-27,25,Repentigny,QC,CAN,CAN,"6' 1""",180,True,False,False,False,L,Y
163,8479990,D,Josh Brook,/api/v1/people/8479990,Josh,Brook,46,1999-06-17,21,Roblin,MB,CAN,CAN,"6' 1""",193,True,False,False,True,R,Y
164,8480829,C,Jesperi Kotkaniemi,/api/v1/people/8480829,Jesperi,Kotkaniemi,15,2000-07-06,20,Pori,,FIN,FIN,"6' 2""",198,True,False,False,False,L,Y
165,8470642,D,Shea Weber,/api/v1/people/8470642,Shea,Weber,6,1985-08-14,35,Sicamous,BC,CAN,CAN,"6' 4""",230,True,False,True,False,R,Y
166,8471679,G,Carey Price,/api/v1/people/8471679,Carey,Price,31,1987-08-16,33,Anahim Lake,BC,CAN,CAN,"6' 3""",217,True,False,False,False,L,Y
167,8473507,D,Jeff Petry,/api/v1/people/8473507,Jeff,Petry,26,1987-12-09,33,Ann Arbor,MI,USA,USA,"6' 3""",201,True,False,False,False,R,Y
168,8474038,LW,Paul Byron,/api/v1/people/8474038,Paul,Byron,41,1989-04-27,31,Ottawa,ON,CAN,CAN,"5' 9""",158,True,True,False,False,L,Y
169,8474596,G,Jake Allen,/api/v1/people/8474596,Jake,Allen,34,1990-08-07,30,Fredericton,NB,CAN,CAN,"6' 2""",203,True,False,False,False,L,Y
170,8475193,LW,Tomas Tatar,/api/v1/people/8475193,Tomas,Tatar,90,1990-12-01,30,Ilava,,SVK,SVK,"5' 10""",183,True,False,False,False,L,Y
171,8475279,D,Ben Chiarot,/api/v1/people/8475279,Ben,Chiarot,8,1991-05-09,29,Hamilton,ON,CAN,CAN,"6' 3""",225,True,False,False,False,L,Y
172,8475726,RW,Tyler Toffoli,/api/v1/people/8475726,Tyler,Toffoli,73,1992-04-24,28,Scarborough,ON,CAN,CAN,"6' 0""",197,True,False,False,False,R,Y
173,8475738,C,Jordan Weal,/api/v1/people/8475738,Jordan,Weal,43,1992-04-15,28,North Vancouver,BC,CAN,CAN,"5' 10""",180,True,False,False,False,R,Y
174,8475848,RW,Brendan Gallagher,/api/v1/people/8475848,Brendan,Gallagher,11,1992-05-06,28,Edmonton,AB,CAN,CAN,"5' 9""",184,True,True,False,False,R,Y
175,8475968,RW,Alex Belzile,/api/v1/people/8475968,Alex,Belzile,60,1991-08-31,29,Riviere-du-Loup,QC,CAN,CAN,"6' 0""",192,True,False,False,False,R,Y
176,8476441,D,Joel Edmundson,/api/v1/people/8476441,Joel,Edmundson,44,1993-06-28,27,Brandon,MB,CAN,CAN,"6' 4""",215,True,False,False,False,L,Y
177,8476469,RW,Joel Armia,/api/v1/people/8476469,Joel,Armia,40,1993-05-31,27,Pori,,FIN,FIN,"6' 4""",213,True,False,False,False,R,Y
178,8476479,C,Phillip Danault,/api/v1/people/8476479,Phillip,Danault,24,1993-02-24,27,Victoriaville,QC,CAN,CAN,"6' 1""",201,True,False,False,False,L,Y
179,8476948,LW,Charles Hudon,/api/v1/people/8476948,Charles,Hudon,54,1994-06-23,26,Alma,QC,CAN,CAN,"5' 10""",190,True,False,False,False,L,Y
180,8476967,D,Brett Kulak,/api/v1/people/8476967,Brett,Kulak,77,1994-01-06,26,Edmonton,AB,CAN,CAN,"6' 2""",190,True,False,False,False,L,Y
181,8477467,D,Gustav Olofsson,/api/v1/people/8477467,Gustav,Olofsson,51,1994-12-01,26,Boras,,SWE,SWE,"6' 2""",200,True,False,False,False,L,Y
182,8477476,LW,Artturi Lehkonen,/api/v1/people/8477476,Artturi,Lehkonen,62,1995-07-04,25,Piikkio,,FIN,FIN,"6' 0""",176,True,False,False,False,L,Y
183,8477494,LW,Jonathan Drouin,/api/v1/people/8477494,Jonathan,Drouin,92,1995-03-28,25,Ste-Agathe,QC,CAN,CAN,"6' 0""",197,True,False,False,False,L,Y
184,8478133,C,Jake Evans,/api/v1/people/8478133,Jake,Evans,71,1996-06-02,24,Toronto,ON,CAN,CAN,"6' 1""",181,True,False,False,True,R,Y
185,8478454,D,Noah Juulsen,/api/v1/people/8478454,Noah,Juulsen,58,1997-04-02,23,Surrey,BC,CAN,CAN,"6' 2""",198,True,False,False,False,R,Y
186,8478933,G,Michael McNiven,/api/v1/people/8478933,Michael,McNiven,70,1997-07-09,23,Winnipeg,MB,CAN,CAN,"6' 1""",205,True,False,False,True,L,Y
187,8479292,G,Charlie Lindgren,/api/v1/people/8479292,Charlie,Lindgren,39,1993-12-18,26,Lakeville,MN,USA,USA,"6' 1""",180,True,False,False,True,R,Y
188,8479376,D,Victor Mete,/api/v1/people/8479376,Victor,Mete,53,1998-06-07,22,Woodbridge,ON,CAN,CAN,"5' 9""",187,True,False,False,False,L,Y
189,8479985,D,Cale Fleury,/api/v1/people/8479985,Cale,Fleury,20,1998-11-19,22,Carlyle,SK,CAN,CAN,"6' 1""",205,True,False,False,True,R,Y
190,8480018,C,Nick Suzuki,/api/v1/people/8480018,Nick,Suzuki,14,1999-08-10,21,London,ON,CAN,CAN,"5' 11""",201,True,False,False,True,R,Y
191,8480051,G,Cayden Primeau,/api/v1/people/8480051,Cayden,Primeau,30,1999-08-11,21,Farmington Hills,MI,USA,USA,"6' 3""",198,True,False,False,True,L,Y
192,8480068,C,Ryan Poehling,/api/v1/people/8480068,Ryan,Poehling,25,1999-01-03,21,Lakeville,MN,USA,USA,"6' 2""",204,True,False,False,True,L,Y
193,8474230,LW,Micheal Haley,/api/v1/people/8474230,Micheal,Haley,38,1986-03-30,34,Guelph,ON,CAN,CAN,"5' 11""",202,True,False,False,False,L,I
194,8475195,G,Anders Nilsson,/api/v1/people/8475195,Anders,Nilsson,31,1990-03-19,30,Lulea,,SWE,SWE,"6' 6""",232,True,False,False,False,L,I
195,8476899,G,Matt Murray,/api/v1/people/8476899,Matt,Murray,30,1994-05-25,26,Thunder Bay,ON,CAN,CAN,"6' 4""",178,True,False,False,False,L,Y
196,8476919,C,Chris Tierney,/api/v1/people/8476919,Chris,Tierney,71,1994-07-01,26,Keswick,ON,CAN,CAN,"6' 1""",195,True,False,False,False,L,Y
197,8477015,RW,Connor Brown,/api/v1/people/8477015,Connor,Brown,28,1994-01-14,26,Toronto,ON,CAN,CAN,"6' 0""",186,True,False,False,False,R,Y
198,8477426,LW,Nick Paul,/api/v1/people/8477426,Nick,Paul,13,1995-03-20,25,Mississauga,ON,CAN,CAN,"6' 3""",219,True,False,False,False,L,Y
199,8473573,C,Artem Anisimov,/api/v1/people/8473573,Artem,Anisimov,51,1988-05-24,32,Yaroslavl,,RUS,RUS,"6' 4""",199,True,False,False,False,L,Y
200,8474149,RW,Evgenii Dadonov,/api/v1/people/8474149,Evgenii,Dadonov,63,1989-03-12,31,Chelyabinsk,,RUS,RUS,"5' 11""",185,True,False,False,False,L,Y
201,8475766,LW,Austin Watson,/api/v1/people/8475766,Austin,Watson,16,1992-01-13,28,Ann Arbor,MI,USA,USA,"6' 4""",204,True,False,False,False,R,Y
202,8475790,D,Erik Gudbranson,/api/v1/people/8475790,Erik,Gudbranson,44,1992-01-07,28,Ottawa,ON,CAN,CAN,"6' 5""",217,True,False,False,False,R,Y
203,8476422,D,Mike Reilly,/api/v1/people/8476422,Mike,Reilly,5,1993-07-13,27,Chicago,IL,USA,USA,"6' 1""",200,True,False,False,False,L,Y
204,8476851,LW,Alex Galchenyuk,/api/v1/people/8476851,Alex,Galchenyuk,17,1994-02-12,26,Milwaukee,WI,USA,USA,"6' 1""",207,True,False,False,False,L,Y
205,8477384,D,Josh Brown,/api/v1/people/8477384,Josh,Brown,3,1994-01-21,26,London,ON,CAN,CAN,"6' 5""",217,True,False,False,False,R,Y
206,8477405,G,Marcus Hogberg,/api/v1/people/8477405,Marcus,Hogberg,1,1994-11-25,26,Orebro,,SWE,SWE,"6' 5""",209,True,False,False,True,L,Y
207,8478400,C,Colin White,/api/v1/people/8478400,Colin,White,36,1997-01-30,23,Boston,MA,USA,USA,"5' 11""",191,True,False,False,False,R,Y
208,8478469,D,Thomas Chabot,/api/v1/people/8478469,Thomas,Chabot,72,1997-01-30,23,Sainte-Marie,QC,CAN,CAN,"6' 2""",190,True,False,False,False,L,Y
209,8478846,D,Christian Wolanin,/api/v1/people/8478846,Christian,Wolanin,24,1995-03-17,25,Quebec City,QC,CAN,CAN,"6' 2""",185,True,False,False,False,L,Y
210,8479458,D,Nikita Zaitsev,/api/v1/people/8479458,Nikita,Zaitsev,22,1991-10-29,29,Moscow,,RUS,RUS,"6' 2""",188,True,False,False,False,R,Y
211,8480801,LW,Brady Tkachuk,/api/v1/people/8480801,Brady,Tkachuk,7,1999-09-16,21,Scottsdale,AZ,USA,USA,"6' 4""",212,True,False,False,False,L,Y
212,8469455,C,Jason Spezza,/api/v1/people/8469455,Jason,Spezza,19,1983-06-13,37,Toronto,ON,CAN,CAN,"6' 3""",216,True,False,False,False,R,Y
213,8474162,D,Jake Muzzin,/api/v1/people/8474162,Jake,Muzzin,8,1989-02-21,31,Woodstock,ON,CAN,CAN,"6' 3""",217,True,False,False,False,L,Y
214,8474190,RW,Wayne Simmonds,/api/v1/people/8474190,Wayne,Simmonds,17,1988-08-26,32,Scarborough,ON,CAN,CAN,"6' 2""",185,True,False,False,False,R,Y
215,8474567,D,Zach Bogosian,/api/v1/people/8474567,Zach,Bogosian,24,1990-07-15,30,Massena,NY,USA,USA,"6' 2""",200,True,False,False,False,R,Y
216,8474636,G,Michael Hutchinson,/api/v1/people/8474636,Michael,Hutchinson,30,1990-03-02,30,Barrie,ON,CAN,CAN,"6' 3""",198,True,False,False,False,R,Y
217,8474673,D,TJ Brodie,/api/v1/people/8474673,TJ,Brodie,7,1990-06-07,30,Chatham,ON,CAN,CAN,"6' 1""",185,True,False,False,False,L,Y
218,8475166,C,John Tavares,/api/v1/people/8475166,John,Tavares,91,1990-09-20,30,Mississauga,ON,CAN,CAN,"6' 1""",215,True,False,True,False,L,Y
219,8475716,D,Martin Marincin,/api/v1/people/8475716,Martin,Marincin,52,1992-02-18,28,Kosice,,SVK,SVK,"6' 5""",217,True,False,False,False,L,Y
220,8475718,D,Justin Holl,/api/v1/people/8475718,Justin,Holl,3,1992-01-30,28,Tonka Bay,MN,USA,USA,"6' 4""",210,True,False,False,False,R,Y
221,8475786,LW,Zach Hyman,/api/v1/people/8475786,Zach,Hyman,11,1992-06-09,28,Toronto,ON,CAN,CAN,"6' 1""",211,True,False,False,False,R,Y
222,8475789,G,Jack Campbell,/api/v1/people/8475789,Jack,Campbell,36,1992-01-09,28,Port Huron,MI,USA,USA,"6' 2""",197,True,False,False,False,L,Y
223,8475883,G,Frederik Andersen,/api/v1/people/8475883,Frederik,Andersen,31,1989-10-02,31,Herning,,DNK,DNK,"6' 4""",238,True,False,False,False,L,Y
224,8476329,C,Travis Boyd,/api/v1/people/8476329,Travis,Boyd,72,1993-09-14,27,Hopkins,MN,USA,USA,"6' 0""",190,True,False,False,False,R,Y
225,8476853,D,Morgan Rielly,/api/v1/people/8476853,Morgan,Rielly,44,1994-03-09,26,Vancouver,BC,CAN,CAN,"6' 1""",219,True,True,False,False,L,Y
226,8476918,LW,Jimmy Vesey,/api/v1/people/8476918,Jimmy,Vesey,13,1993-05-26,27,Boston,MA,USA,USA,"6' 3""",202,True,False,False,False,L,Y
227,8477021,C,Alexander Kerfoot,/api/v1/people/8477021,Alexander,Kerfoot,15,1994-08-11,26,Vancouver,BC,CAN,CAN,"5' 10""",185,True,False,False,False,L,Y
228,8477180,G,Aaron Dell,/api/v1/people/8477180,Aaron,Dell,30,1989-05-04,31,Airdrie,AB,CAN,CAN,"6' 0""",205,True,False,False,False,L,Y
229,8477464,C,Nic Petan,/api/v1/people/8477464,Nic,Petan,61,1995-03-22,25,Delta,BC,CAN,CAN,"5' 9""",175,True,False,False,False,L,Y
230,8477939,RW,William Nylander,/api/v1/people/8477939,William,Nylander,88,1996-05-01,24,Calgary,AB,CAN,SWE,"6' 0""",196,True,False,False,False,R,Y
231,8478115,LW,Pierre Engvall,/api/v1/people/8478115,Pierre,Engvall,47,1996-05-31,24,Ljungby,,SWE,SWE,"6' 5""",214,True,False,False,True,L,Y
232,8478483,RW,Mitchell Marner,/api/v1/people/8478483,Mitchell,Marner,16,1997-05-05,23,Markham,ON,CAN,CAN,"6' 0""",175,True,True,False,False,R,Y
233,8479315,RW,Joey Anderson,/api/v1/people/8479315,Joey,Anderson,14,1998-06-19,22,Roseville,MN,USA,USA,"5' 11""",190,True,False,False,False,R,Y
234,8479318,C,Auston Matthews,/api/v1/people/8479318,Auston,Matthews,34,1997-09-17,23,San Ramon,CA,USA,USA,"6' 3""",220,True,True,False,False,L,Y
235,8479361,G,Joseph Woll,/api/v1/people/8479361,Joseph,Woll,60,1998-07-12,22,Dardenne Prairie,MO,USA,USA,"6' 4""",203,True,False,False,True,L,Y
236,8480157,D,Calle Rosen,/api/v1/people/8480157,Calle,Rosen,48,1994-02-02,26,Vaxjo,,SWE,SWE,"6' 1""",186,True,False,False,True,L,Y
237,8480873,D,Rasmus Sandin,/api/v1/people/8480873,Rasmus,Sandin,38,2000-03-07,20,Uppsala,,SWE,SWE,"5' 11""",183,True,False,False,True,L,Y
238,8481582,LW,Nicholas Robertson,/api/v1/people/8481582,Nicholas,Robertson,89,2001-09-11,19,Pasadena,CA,USA,USA,"5' 9""",164,True,False,False,True,L,Y
239,8477488,D,Brett Pesce,/api/v1/people/8477488,Brett,Pesce,22,1994-11-15,26,Tarrytown,NY,USA,USA,"6' 3""",206,True,False,False,False,R,I
240,8477998,LW,Warren Foegele,/api/v1/people/8477998,Warren,Foegele,13,1996-04-01,24,Markham,ON,CAN,CAN,"6' 2""",198,True,False,False,False,L,Y
241,8473503,G,James Reimer,/api/v1/people/8473503,James,Reimer,47,1988-03-15,32,Morweena,MB,CAN,CAN,"6' 2""",220,True,False,False,False,L,Y
242,8473533,C,Jordan Staal,/api/v1/people/8473533,Jordan,Staal,11,1988-09-10,32,Thunder Bay,ON,CAN,CAN,"6' 4""",220,True,False,True,False,L,Y
243,8474581,D,Jake Gardiner,/api/v1/people/8474581,Jake,Gardiner,51,1990-07-04,30,Minnetonka,MN,USA,USA,"6' 2""",203,True,False,False,False,L,Y
244,8475799,RW,Nino Niederreiter,/api/v1/people/8475799,Nino,Niederreiter,21,1992-09-08,28,Chur,,CHE,CHE,"6' 2""",218,True,False,False,False,L,Y
245,8475852,G,Petr Mrazek,/api/v1/people/8475852,Petr,Mrazek,34,1992-02-14,28,Ostrava,,CZE,CZE,"6' 1""",190,True,False,False,False,L,Y
246,8475855,RW,Jesper Fast,/api/v1/people/8475855,Jesper,Fast,71,1991-12-02,29,Nassjo,,SWE,SWE,"6' 1""",191,True,False,False,False,R,Y
247,8476288,C,Ryan Dzingel,/api/v1/people/8476288,Ryan,Dzingel,18,1992-03-09,28,Wheaton,IL,USA,USA,"6' 0""",190,True,False,False,False,L,Y
248,8476323,LW,Max McCormick,/api/v1/people/8476323,Max,McCormick,28,1992-05-01,28,De Pere,WI,USA,USA,"5' 11""",188,True,False,False,False,L,Y
249,8476389,C,Vincent Trocheck,/api/v1/people/8476389,Vincent,Trocheck,16,1993-07-11,27,Pittsburgh,PA,USA,USA,"5' 10""",183,True,False,False,False,R,Y
250,8476462,D,Dougie Hamilton,/api/v1/people/8476462,Dougie,Hamilton,19,1993-06-17,27,Toronto,ON,CAN,CAN,"6' 6""",229,True,False,False,False,R,Y
251,8476869,D,Brady Skjei,/api/v1/people/8476869,Brady,Skjei,76,1994-03-26,26,Lakeville,MN,USA,USA,"6' 3""",210,True,False,False,False,L,Y
252,8476882,LW,Teuvo Teravainen,/api/v1/people/8476882,Teuvo,Teravainen,86,1994-09-11,26,Helsinki,,FIN,FIN,"5' 11""",191,True,False,False,False,L,Y
253,8476921,LW,Jordan Martinook,/api/v1/people/8476921,Jordan,Martinook,48,1992-07-25,28,Brandon,MB,CAN,CAN,"6' 0""",196,True,True,False,False,L,Y
254,8476934,LW,Brock McGinn,/api/v1/people/8476934,Brock,McGinn,23,1994-02-02,26,Fergus,ON,CAN,CAN,"6' 0""",187,True,False,False,False,L,Y
255,8476958,D,Jaccob Slavin,/api/v1/people/8476958,Jaccob,Slavin,74,1994-05-01,26,Denver,CO,USA,USA,"6' 3""",207,True,True,False,False,L,Y
256,8477046,D,Joakim Ryan,/api/v1/people/8477046,Joakim,Ryan,33,1993-06-17,27,Rumson,NJ,USA,USA,"5' 11""",185,True,False,False,False,L,Y
257,8477968,G,Alex Nedeljkovic,/api/v1/people/8477968,Alex,Nedeljkovic,39,1996-01-07,24,Parma,OH,USA,USA,"6' 0""",189,True,False,False,True,L,Y
258,8477981,D,Roland McKeown,/api/v1/people/8477981,Roland,McKeown,55,1996-01-20,24,Listowel,ON,CAN,CAN,"6' 1""",195,True,False,False,True,R,Y
259,8478427,C,Sebastian Aho,/api/v1/people/8478427,Sebastian,Aho,20,1997-07-26,23,Rauma,,FIN,FIN,"6' 0""",176,True,False,False,False,L,Y
260,8479402,D,Jake Bean,/api/v1/people/8479402,Jake,Bean,24,1998-06-09,22,Calgary,AB,CAN,CAN,"6' 1""",186,True,False,False,True,L,Y
261,8479987,C,Morgan Geekie,/api/v1/people/8479987,Morgan,Geekie,67,1998-07-20,22,Strathclair,MB,CAN,CAN,"6' 3""",192,True,False,False,True,R,Y
262,8480039,C,Martin Necas,/api/v1/people/8480039,Martin,Necas,88,1999-01-15,21,Nove Mesto na Morave,,CZE,CZE,"6' 2""",189,True,False,False,True,R,Y
263,8480830,RW,Andrei Svechnikov,/api/v1/people/8480830,Andrei,Svechnikov,37,2000-03-26,20,Barnaul,,RUS,RUS,"6' 2""",195,True,False,False,False,L,Y
264,8477505,C,Alex Wennberg,/api/v1/people/8477505,Alex,Wennberg,21,1994-09-22,26,Stockholm,,SWE,SWE,"6' 2""",197,True,False,False,False,L,Y
265,8479066,LW,Ryan Lomberg,/api/v1/people/8479066,Ryan,Lomberg,94,1994-12-09,26,Richmond Hill,ON,CAN,CAN,"5' 9""",187,True,False,False,True,L,Y
266,8480185,C,Eetu Luostarinen,/api/v1/people/8480185,Eetu,Luostarinen,27,1998-09-02,22,Siilinjarvi,,FIN,FIN,"6' 3""",184,True,False,False,True,L,Y
267,8471735,D,Keith Yandle,/api/v1/people/8471735,Keith,Yandle,3,1986-09-09,34,Boston,MA,USA,USA,"6' 1""",192,True,True,False,False,L,Y
268,8471873,D,Anton Stralman,/api/v1/people/8471873,Anton,Stralman,6,1986-08-01,34,Tibro,,SWE,SWE,"5' 11""",186,True,False,False,False,R,Y
269,8471887,RW,Patric Hornqvist,/api/v1/people/8471887,Patric,Hornqvist,70,1987-01-01,33,Sollentuna,,SWE,SWE,"5' 11""",189,True,False,False,False,R,Y
270,8475462,D,Radko Gudas,/api/v1/people/8475462,Radko,Gudas,7,1990-06-05,30,Prague,,CZE,CZE,"6' 0""",205,True,False,False,False,R,Y
271,8475683,G,Sergei Bobrovsky,/api/v1/people/8475683,Sergei,Bobrovsky,72,1988-09-20,32,Novokuznetsk,,RUS,RUS,"6' 2""",187,True,False,False,False,L,Y
272,8475792,RW,Brett Connolly,/api/v1/people/8475792,Brett,Connolly,10,1992-05-02,28,Campbell River,BC,CAN,CAN,"6' 3""",192,True,False,False,False,R,Y
273,8476456,LW,Jonathan Huberdeau,/api/v1/people/8476456,Jonathan,Huberdeau,11,1993-06-04,27,Saint-Jerome,QC,CAN,CAN,"6' 1""",202,True,True,False,False,L,Y
274,8476904,G,Chris Driedger,/api/v1/people/8476904,Chris,Driedger,60,1994-05-18,26,Winnipeg,MB,CAN,CAN,"6' 4""",205,True,False,False,True,L,Y
275,8476994,C,Vinnie Hinostroza,/api/v1/people/8476994,Vinnie,Hinostroza,13,1994-04-03,26,Chicago,IL,USA,USA,"5' 9""",173,True,False,False,False,R,Y
276,8477346,D,MacKenzie Weegar,/api/v1/people/8477346,MacKenzie,Weegar,52,1994-01-07,26,Ottawa,ON,CAN,CAN,"6' 0""",200,True,False,False,False,R,Y
277,8477409,C,Carter Verhaeghe,/api/v1/people/8477409,Carter,Verhaeghe,23,1995-08-14,25,Toronto,ON,CAN,CAN,"6' 2""",180,True,False,False,True,L,Y
278,8477475,G,Philippe Desrosiers,/api/v1/people/8477475,Philippe,Desrosiers,30,1995-08-16,25,Saint-Hyacinthe,QC,CAN,CAN,"6' 1""",204,True,False,False,True,L,Y
279,8477493,C,Aleksander Barkov,/api/v1/people/8477493,Aleksander,Barkov,16,1995-09-02,25,Tampere,,FIN,FIN,"6' 3""",210,True,False,True,False,L,Y
280,8477932,D,Aaron Ekblad,/api/v1/people/8477932,Aaron,Ekblad,5,1996-02-07,24,Windsor,ON,CAN,CAN,"6' 4""",215,True,True,False,False,R,Y
281,8478366,C,Frank Vatrano,/api/v1/people/8478366,Frank,Vatrano,77,1994-03-14,26,East Longmeadow,MA,USA,USA,"5' 11""",197,True,False,False,False,L,Y
282,8478470,G,Sam Montembeault,/api/v1/people/8478470,Sam,Montembeault,33,1996-10-30,24,Becancour,QC,CAN,CAN,"6' 3""",199,True,False,False,True,L,Y
283,8478569,C,Noel Acciari,/api/v1/people/8478569,Noel,Acciari,55,1991-12-01,29,Johnston,RI,USA,USA,"5' 10""",203,True,False,False,False,R,Y
284,8478839,C,Aleksi Saarela,/api/v1/people/8478839,Aleksi,Saarela,28,1997-01-07,23,Helsinki,,FIN,FIN,"5' 10""",200,True,False,False,True,L,Y
285,8478906,D,Markus Nutivaara,/api/v1/people/8478906,Markus,Nutivaara,65,1994-06-06,26,Oulu,,FIN,FIN,"6' 1""",187,True,False,False,False,L,Y
286,8479388,D,Riley Stillman,/api/v1/people/8479388,Riley,Stillman,61,1998-03-09,22,Peterborough,ON,CAN,CAN,"6' 1""",196,True,False,False,True,L,Y
287,8479597,D,Chase Priskie,/api/v1/people/8479597,Chase,Priskie,22,1996-03-19,24,Pembroke Pines,FL,USA,USA,"6' 0""",185,True,False,False,True,R,Y
288,8480015,RW,Owen Tippett,/api/v1/people/8480015,Owen,Tippett,74,1999-02-16,21,Peterborough,ON,CAN,CAN,"6' 1""",207,True,False,False,True,R,Y
289,8481442,D,Brady Keeper,/api/v1/people/8481442,Brady,Keeper,25,1996-06-05,24,Cross Lake,MB,CAN,CAN,"6' 2""",209,True,False,False,True,R,Y
290,8479410,D,Mikhail Sergachev,/api/v1/people/8479410,Mikhail,Sergachev,98,1998-06-25,22,Nizhnekamsk,,RUS,RUS,"6' 3""",216,True,False,False,False,L,Y
291,8470147,G,Curtis McElhinney,/api/v1/people/8470147,Curtis,McElhinney,35,1983-05-23,37,London,ON,CAN,CAN,"6' 1""",204,True,False,False,False,L,Y
292,8470601,D,Braydon Coburn,/api/v1/people/8470601,Braydon,Coburn,55,1985-02-27,35,Shaunavon,SK,CAN,CAN,"6' 5""",224,True,False,False,False,L,Y
293,8473986,LW,Alex Killorn,/api/v1/people/8473986,Alex,Killorn,17,1989-09-14,31,Halifax,NS,CAN,CAN,"6' 1""",198,True,False,False,False,L,Y
294,8474034,LW,Pat Maroon,/api/v1/people/8474034,Pat,Maroon,14,1988-04-23,32,St. Louis,MO,USA,USA,"6' 3""",236,True,False,False,False,L,Y
295,8474151,D,Ryan McDonagh,/api/v1/people/8474151,Ryan,McDonagh,27,1989-06-13,31,St. Paul,MN,USA,USA,"6' 1""",214,True,False,False,False,L,Y
296,8474564,C,Steven Stamkos,/api/v1/people/8474564,Steven,Stamkos,91,1990-02-07,30,Markham,ON,CAN,CAN,"6' 1""",194,True,False,True,False,R,Y
297,8474568,D,Luke Schenn,/api/v1/people/8474568,Luke,Schenn,2,1989-11-02,31,Saskatoon,SK,CAN,CAN,"6' 2""",224,True,False,False,False,R,Y
298,8474870,C,Tyler Johnson,/api/v1/people/8474870,Tyler,Johnson,9,1990-07-29,30,Spokane,WA,USA,USA,"5' 8""",180,True,False,False,False,R,Y
299,8475167,D,Victor Hedman,/api/v1/people/8475167,Victor,Hedman,77,1990-12-18,29,Ornskoldsvik,,SWE,SWE,"6' 6""",229,True,False,False,False,L,Y
300,8476292,LW,Ondrej Palat,/api/v1/people/8476292,Ondrej,Palat,18,1991-03-28,29,Frydek-Mistek,,CZE,CZE,"6' 0""",194,True,False,False,False,L,Y
301,8476399,C,Blake Coleman,/api/v1/people/8476399,Blake,Coleman,20,1991-11-28,29,Plano,TX,USA,USA,"5' 11""",200,True,False,False,False,L,Y
302,8476444,G,Christopher Gibson,/api/v1/people/8476444,Christopher,Gibson,33,1992-12-27,27,Karkkila,,FIN,FIN,"6' 2""",207,True,False,False,False,L,Y
303,8476453,RW,Nikita Kucherov,/api/v1/people/8476453,Nikita,Kucherov,86,1993-06-17,27,Maykop,,RUS,RUS,"5' 11""",183,True,False,False,False,L,Y
304,8476624,C,Barclay Goodrow,/api/v1/people/8476624,Barclay,Goodrow,19,1993-02-26,27,Toronto,ON,CAN,CAN,"6' 2""",215,True,False,False,False,L,Y
305,8476826,C,Yanni Gourde,/api/v1/people/8476826,Yanni,Gourde,37,1991-12-15,29,Saint-Narcisse,QC,CAN,CAN,"5' 9""",175,True,False,False,False,L,Y
306,8476883,G,Andrei Vasilevskiy,/api/v1/people/8476883,Andrei,Vasilevskiy,88,1994-07-25,26,Tyumen,,RUS,RUS,"6' 3""",216,True,False,False,False,L,Y
307,8476975,C,Cedric Paquette,/api/v1/people/8476975,Cedric,Paquette,13,1993-08-13,27,Gaspe,QC,CAN,CAN,"6' 0""",204,True,False,False,False,L,Y
308,8478010,C,Brayden Point,/api/v1/people/8478010,Brayden,Point,21,1996-03-13,24,Calgary,AB,CAN,CAN,"5' 10""",166,True,False,False,False,R,Y
309,8478416,D,Erik Cernak,/api/v1/people/8478416,Erik,Cernak,81,1997-05-28,23,Kosice,,SVK,SVK,"6' 3""",230,True,False,False,False,R,Y
310,8478472,RW,Mathieu Joseph,/api/v1/people/8478472,Mathieu,Joseph,7,1997-02-09,23,Laval,QC,CAN,CAN,"6' 1""",190,True,False,False,False,L,Y
311,8478477,C,Mitchell Stephens,/api/v1/people/8478477,Mitchell,Stephens,67,1997-02-05,23,Peterborough,ON,CAN,CAN,"5' 11""",193,True,False,False,True,R,Y
312,8478519,C,Anthony Cirelli,/api/v1/people/8478519,Anthony,Cirelli,71,1997-07-15,23,Etobicoke,ON,CAN,CAN,"6' 0""",193,True,False,False,False,L,Y
