,ID,Position,FullName,Link,FirstName,LastName,PrimaryNumber,BirthDate,BirthCity,BirthProvState,BirthCountry,Nationality,Height,Weight,Active,Rookie,RosterStatus
873,8470088,D,Matt Jones,/api/v1/people/8470088,Matt,Jones,5,1983-08-08,Downers Grove,IL,USA,USA,"6' 0""",224,False,False,N
874,8472361,R,Bill Thomas,/api/v1/people/8472361,Bill,Thomas,37,1983-06-20,Pittsburgh,PA,USA,USA,"6' 1""",185,False,False,N
875,8448382,G,Curtis Joseph,/api/v1/people/8448382,Curtis,Joseph,31,1967-04-29,Keswick,ON,CAN,CAN,"5' 11""",193,False,False,Y
876,8470263,G,David Leneveu,/api/v1/people/8470263,David,Leneveu,29,1983-05-23,Fernie,BC,CAN,CAN,"6' 1""",190,False,False,Y
877,8451972,L,Scott Thornton,/api/v1/people/8451972,Scott,Thornton,27,1971-01-09,London,ON,CAN,CAN,"6' 3""",220,False,False,Y
878,8460595,R,Nisse Ekman,/api/v1/people/8460595,Nisse,Ekman,28,1976-03-11,Stockholm,,SWE,SWE,"6' 0""",181,False,False,Y
879,8462040,D,Kyle McLaren,/api/v1/people/8462040,Kyle,McLaren,4,1977-06-18,Coaldale,AB,CAN,CAN,"6' 4""",235,False,False,N
880,8462105,C,Alyn McCauley,/api/v1/people/8462105,Alyn,McCauley,10,1977-05-29,Brockville,ON,CAN,CAN,"5' 11""",200,False,False,N
881,8465016,R,Scott Parker,/api/v1/people/8465016,Scott,Parker,27,1978-01-29,Hanford,CA,USA,USA,"6' 5""",240,False,False,N
882,8466139,C,Patrick Marleau,/api/v1/people/8466139,Patrick,Marleau,12,1979-09-15,Aneroid,SK,CAN,CAN,"6' 2""",215,True,False,Y
883,8466158,D,Scott Hannan,/api/v1/people/8466158,Scott,Hannan,27,1979-01-23,Richmond,BC,CAN,CAN,"6' 1""",215,False,False,Y
884,8466343,C,Mark Smith,/api/v1/people/8466343,Mark,Smith,16,1977-10-24,Edmonton,AB,CAN,CAN,"5' 10""",200,False,False,Y
885,8467357,R,Jonathan Cheechoo,/api/v1/people/8467357,Jonathan,Cheechoo,18,1980-07-15,Moose Factory,ON,CAN,CAN,"6' 1""",206,False,False,N
886,8467422,D,Rob Davison,/api/v1/people/8467422,Rob,Davison,29,1980-05-01,St. Catharines,ON,CAN,CAN,"6' 2""",215,False,False,N
887,8467540,D,Jim Fahey,/api/v1/people/8467540,Jim,Fahey,8,1979-05-11,Boston,MA,USA,USA,"6' 0""",205,False,False,N
888,8467931,D,Matt Carkner,/api/v1/people/8467931,Matt,Carkner,7,1980-11-03,Winchester,ON,CAN,CAN,"6' 5""",229,False,False,N
889,8468114,D,Douglas Murray,/api/v1/people/8468114,Douglas,Murray,6,1980-03-12,Bromma,,SWE,SWE,"6' 3""",240,False,False,N
890,8469473,C,Marcel Goc,/api/v1/people/8469473,Marcel,Goc,57,1983-08-24,Calw,,DEU,DEU,"6' 1""",197,False,False,Y
891,8469555,D,Christian Ehrhoff,/api/v1/people/8469555,Christian,Ehrhoff,55,1982-07-06,Moers,,DEU,DEU,"6' 2""",201,False,False,N
892,8469622,L,Ryane Clowe,/api/v1/people/8469622,Ryane,Clowe,0,1982-09-30,St. John's,NL,CAN,CAN,"6' 3""",225,False,False,I
893,8470321,L,Patrick Rissmiller,/api/v1/people/8470321,Patrick,Rissmiller,11,1978-10-26,Belmont,MA,USA,USA,"6' 4""",225,False,False,N
894,8470324,D,Josh Gorges,/api/v1/people/8470324,Josh,Gorges,4,1984-08-14,Kelowna,BC,CAN,CAN,"6' 1""",204,False,False,Y
895,8470574,C,Grant Stevenson,/api/v1/people/8470574,Grant,Stevenson,29,1981-10-15,Spruce Grove,AB,CAN,CAN,"5' 11""",170,False,False,N
896,8470575,D,Tom Preissing,/api/v1/people/8470575,Tom,Preissing,20,1978-12-03,Arlington Heights,IL,USA,USA,"6' 0""",197,False,False,N
897,8470599,L,Milan Michalek,/api/v1/people/8470599,Milan,Michalek,18,1984-12-07,Jindrichuv Hradec,,CZE,CZE,"6' 2""",225,False,False,N
898,8470609,R,Steve Bernier,/api/v1/people/8470609,Steve,Bernier,8,1985-03-31,Quebec City,QC,CAN,CAN,"6' 3""",225,False,False,N
899,8470640,D,Matt Carle,/api/v1/people/8470640,Matt,Carle,25,1984-09-25,Anchorage,AK,USA,USA,"6' 0""",197,False,False,N
900,8460705,G,Evgeni Nabokov,/api/v1/people/8460705,Evgeni,Nabokov,20,1975-07-25,Kamenogorsk,,KAZ,RUS,"6' 0""",202,False,False,N
901,8462117,G,Vesa Toskala,/api/v1/people/8462117,Vesa,Toskala,35,1977-05-20,Tampere,,FIN,FIN,"5' 10""",198,False,False,Y
902,8468646,G,Nolan Schaefer,/api/v1/people/8468646,Nolan,Schaefer,31,1980-01-15,Yellow,SK,CAN,CAN,"6' 2""",200,False,False,N
903,8456283,D,Adam Foote,/api/v1/people/8456283,Adam,Foote,52,1971-07-10,Toronto,ON,CAN,CAN,"6' 2""",220,False,False,Y
904,8458546,D,Jamie Pushor,/api/v1/people/8458546,Jamie,Pushor,5,1973-02-11,Lethbridge,AB,CAN,CAN,"6' 3""",218,False,False,N
905,8459455,R,David Vyborny,/api/v1/people/8459455,David,Vyborny,9,1975-01-22,Jihlava,,CZE,CZE,"5' 10""",181,False,False,Y
906,8462032,D,Bryan Berard,/api/v1/people/8462032,Bryan,Berard,4,1977-03-05,Woonsocket,RI,USA,USA,"6' 2""",220,False,False,N
907,8462159,C,Jan Hrdina,/api/v1/people/8462159,Jan,Hrdina,38,1976-02-05,Hradec,,CZE,CZE,"6' 0""",200,False,False,Y
908,8462416,D,Andy Delmore,/api/v1/people/8462416,Andy,Delmore,51,1976-12-26,LaSalle,ON,CAN,CAN,"6' 0""",201,False,False,N
909,8462535,L,Jody Shelley,/api/v1/people/8462535,Jody,Shelley,45,1976-02-07,Thompson,MB,CAN,CAN,"6' 3""",230,False,False,I
910,8465189,R,Trevor Letowski,/api/v1/people/8465189,Trevor,Letowski,19,1977-04-05,Thunder Bay,ON,CAN,CAN,"5' 10""",180,False,False,Y
911,8466240,L,Benjamin Simon,/api/v1/people/8466240,Benjamin,Simon,41,1978-06-14,Shaker Heights,OH,USA,USA,"6' 0""",195,False,False,N
912,8466251,L,Jason Chimera,/api/v1/people/8466251,Jason,Chimera,20,1979-05-02,Edmonton,AB,CAN,CAN,"6' 3""",215,False,False,Y
913,8466271,C,Peter Sarno,/api/v1/people/8466271,Peter,Sarno,44,1979-07-26,Toronto,ON,CAN,CAN,"5' 11""",185,False,False,N
914,8466317,L,Cam Severson,/api/v1/people/8466317,Cam,Severson,24,1978-01-15,Canora,SK,CAN,CAN,"6' 2""",220,False,False,N
915,8466443,D,Radoslav Suchy,/api/v1/people/8466443,Radoslav,Suchy,21,1976-04-07,Kezmar,,SVK,SVK,"6' 2""",201,False,False,Y
916,8467334,C,Manny Malhotra,/api/v1/people/8467334,Manny,Malhotra,20,1980-05-18,Mississauga,ON,CAN,CAN,"6' 2""",207,False,False,Y
917,8468484,D,Rostislav Klesla,/api/v1/people/8468484,Rostislav,Klesla,97,1982-03-21,Novy Jicin,,CZE,CZE,"6' 3""",215,False,False,N
918,8468493,D,Ron Hainsey,/api/v1/people/8468493,Ron,Hainsey,81,1981-03-24,Bolton,CT,USA,USA,"6' 3""",201,False,False,Y
919,8469442,D,Duvie Westcott,/api/v1/people/8469442,Duvie,Westcott,10,1977-10-30,Winnipeg,MB,CAN,CAN,"5' 11""",196,False,False,N
920,8469534,D,Aaron Johnson,/api/v1/people/8469534,Aaron,Johnson,72,1983-04-30,Port Hawkesbury,NS,CAN,CAN,"6' 1""",204,False,False,N
921,8469997,C,Mark Hartigan,/api/v1/people/8469997,Mark,Hartigan,44,1977-10-15,Fort St. John,BC,CAN,CAN,"6' 0""",200,False,False,Y
922,8470041,L,Rick Nash,/api/v1/people/8470041,Rick,Nash,61,1984-06-16,Brampton,ON,CAN,CAN,"6' 4""",211,False,False,Y
923,8470064,R,Steven Goertzen,/api/v1/people/8470064,Steven,Goertzen,23,1984-05-26,Stony Plain,AB,CAN,CAN,"6' 2""",216,False,False,N
924,8470152,C,Joakim Lindstrom,/api/v1/people/8470152,Joakim,Lindstrom,15,1983-12-05,Skellefteå,,SWE,SWE,"6' 0""",187,False,False,Y
925,8470170,D,Ole-Kristian Tollefsen,/api/v1/people/8470170,Ole-Kristian,Tollefsen,55,1984-03-29,Oslo,,NOR,NOR,"6' 2""",211,False,False,N
926,8470185,L,Jaroslav Balastik,/api/v1/people/8470185,Jaroslav,Balastik,40,1979-11-28,Zlinh Republic,,CZE,CZE,"6' 2""",205,False,False,N
927,8470564,R,Joe Motzko,/api/v1/people/8470564,Joe,Motzko,50,1980-03-14,Bemidji,MN,USA,USA,"6' 0""",184,False,False,N
928,8470597,R,Nikolay Zherdev,/api/v1/people/8470597,Nikolay,Zherdev,93,1984-11-05,Kiev,,UKR,RUS,"6' 2""",203,False,False,Y
929,8470639,C,Dan Fritsche,/api/v1/people/8470639,Dan,Fritsche,49,1985-07-13,Parma,OH,USA,USA,"6' 1""",204,False,False,N
930,8470882,C,Geoff Platt,/api/v1/people/8470882,Geoff,Platt,20,1985-07-10,Mississauga,ON,CAN,CAN,"5' 9""",175,False,False,N
931,8471221,L,Alexandre Picard,/api/v1/people/8471221,Alexandre,Picard,19,1985-10-09,Les Saules,QC,CAN,CAN,"6' 2""",206,False,False,N
932,8471680,C,Gilbert Brule,/api/v1/people/8471680,Gilbert,Brule,8,1987-01-01,Edmonton,AB,CAN,CAN,"5' 11""",187,False,False,N
933,8462055,G,Marc Denis,/api/v1/people/8462055,Marc,Denis,38,1977-08-01,Montreal,QC,CAN,CAN,"6' 1""",193,False,False,N
934,8468037,G,Martin Prusek,/api/v1/people/8468037,Martin,Prusek,35,1975-12-11,Ostrava,,CZE,CZE,"6' 2""",176,False,False,N
935,8469461,G,Pascal Leclaire,/api/v1/people/8469461,Pascal,Leclaire,33,1982-11-07,Repentigny,QC,CAN,CAN,"6' 2""",202,False,False,I
936,8452285,C,Wes Walz,/api/v1/people/8452285,Wes,Walz,37,1970-05-15,Calgary,AB,CAN,CAN,"5' 11""",190,False,False,N
937,8458525,R,Brian Rolston,/api/v1/people/8458525,Brian,Rolston,12,1973-02-21,Flint,MI,USA,USA,"6' 2""",215,False,False,Y
938,8458947,L,Andrei Nazarov,/api/v1/people/8458947,Andrei,Nazarov,44,1974-05-22,Chelyabinsk,,RUS,RUS,"6' 5""",242,False,False,N
939,8459423,R,Alexandre Daigle,/api/v1/people/8459423,Alexandre,Daigle,9,1975-02-07,Montreal,QC,CAN,CAN,"6' 0""",204,False,False,N
940,8460051,D,Scott Ferguson,/api/v1/people/8460051,Scott,Ferguson,23,1973-01-06,Camrose,AB,CAN,CAN,"6' 1""",195,False,False,N
941,8462061,C,Marc Chouinard,/api/v1/people/8462061,Marc,Chouinard,32,1977-05-06,Charle,QC,CAN,CAN,"6' 5""",205,False,False,N
942,8462115,D,Daniel Tjarnqvist,/api/v1/people/8462115,Daniel,Tjarnqvist,29,1976-10-14,Umea,,SWE,SWE,"6' 1""",207,False,False,Y
943,8462225,D,Filip Kuba,/api/v1/people/8462225,Filip,Kuba,17,1976-12-29,Ostrava,,CZE,CZE,"6' 4""",225,False,False,N
944,8465250,D,Andrei Zyuzin,/api/v1/people/8465250,Andrei,Zyuzin,27,1978-01-21,Ufa,,RUS,RUS,"6' 1""",208,False,False,Y
945,8466110,C,Randy Robitaille,/api/v1/people/8466110,Randy,Robitaille,27,1975-10-12,Ottawa,ON,CAN,CAN,"5' 11""",200,False,False,Y
946,8466392,C,Todd White,/api/v1/people/8466392,Todd,White,12,1975-05-21,Kanata,ON,CAN,CAN,"5' 10""",198,False,False,N
947,8466393,R,Pascal Dupuis,/api/v1/people/8466393,Pascal,Dupuis,9,1979-04-07,Laval,QC,CAN,CAN,"6' 1""",205,False,False,I
948,8467392,D,Alex Henry,/api/v1/people/8467392,Alex,Henry,24,1979-10-18,Elliot Lake,ON,CAN,CAN,"6' 6""",231,False,False,N
949,8467488,C,Erik Westrum,/api/v1/people/8467488,Erik,Westrum,39,1979-07-26,Minneapolis,MN,USA,USA,"6' 0""",204,False,False,N
950,8467962,R,Kyle Wanvig,/api/v1/people/8467962,Kyle,Wanvig,46,1981-01-29,Calgary,AB,CAN,CAN,"6' 2""",210,False,False,N
951,8468483,R,Marian Gaborik,/api/v1/people/8468483,Marian,Gaborik,12,1982-02-14,Trencin,,SVK,SVK,"6' 1""",200,True,False,N
952,8468513,D,Nick Schultz,/api/v1/people/8468513,Nick,Schultz,55,1982-08-25,Strasbourg,SK,CAN,CAN,"6' 1""",203,False,False,Y
953,8468520,D,Kurtis Foster,/api/v1/people/8468520,Kurtis,Foster,3,1981-11-24,Carp,ON,CAN,CAN,"6' 5""",225,False,False,Y
954,8468650,D,Erik Reitz,/api/v1/people/8468650,Erik,Reitz,3,1982-07-29,Detroit,MI,USA,USA,"6' 1""",222,False,False,Y
955,8469459,C,Mikko Koivu,/api/v1/people/8469459,Mikko,Koivu,9,1983-03-12,Turku,,FIN,FIN,"6' 3""",213,True,False,Y
956,8469542,L,Stephane Veilleux,/api/v1/people/8469542,Stephane,Veilleux,19,1981-11-16,Beauceville,QC,CAN,CAN,"6' 1""",200,False,False,Y
957,8469647,L,Derek Boogaard,/api/v1/people/8469647,Derek,Boogaard,94,1982-06-23,Saskatoon,SK,CAN,CAN,"6' 7""",265,False,False,N
958,8470153,C,Pierre-Marc Bouchard,/api/v1/people/8470153,Pierre-Marc,Bouchard,96,1984-04-27,Sherbrooke,QC,CAN,CAN,"5' 10""",168,False,False,N
959,8470165,R,Matt Foy,/api/v1/people/8470165,Matt,Foy,83,1983-05-18,Oakville,ON,CAN,CAN,"6' 2""",228,False,False,N
960,8470613,D,Brent Burns,/api/v1/people/8470613,Brent,Burns,88,1985-03-09,Barrie,ON,CAN,CAN,"6' 5""",230,True,False,Y
961,8458988,G,Manny Fernandez,/api/v1/people/8458988,Manny,Fernandez,35,1974-08-27,Etobicoke,ON,CAN,CAN,"6' 0""",207,False,False,Y
962,8470216,G,Josh Harding,/api/v1/people/8470216,Josh,Harding,37,1984-06-18,Regina,SK,CAN,CAN,"6' 2""",194,False,False,N
963,8469665,D,Johnny Oduya,/api/v1/people/8469665,Johnny,Oduya,29,1981-10-01,Stockholm,,SWE,SWE,"6' 0""",191,False,False,Y
964,8470335,D,Alexander Brooks,/api/v1/people/8470335,Alexander,Brooks,32,1976-08-21,Madisonre,WI,USA,USA,"6' 1""",195,False,False,N
965,8470920,R,David Clarkson,/api/v1/people/8470920,David,Clarkson,71,1984-03-31,Toronto,ON,CAN,CAN,"6' 0""",207,False,False,N
966,8471233,C,Travis Zajac,/api/v1/people/8471233,Travis,Zajac,19,1985-05-13,Winnipeg,MB,CAN,CAN,"6' 2""",185,True,False,Y
967,8471748,D,Mark Fraser,/api/v1/people/8471748,Mark,Fraser,5,1986-09-29,Ottawa,ON,CAN,CAN,"6' 4""",220,False,False,N
968,8472355,C,Rod Pelley,/api/v1/people/8472355,Rod,Pelley,10,1984-09-01,Kitimat,BC,CAN,CAN,"6' 0""",205,False,False,N
969,8472382,D,Andy Greene,/api/v1/people/8472382,Andy,Greene,4,1982-10-30,Trenton,MI,USA,USA,"5' 11""",190,False,False,Y
970,8460521,D,Deron Quint,/api/v1/people/8460521,Deron,Quint,21,1976-03-12,Durham,NH,USA,USA,"6' 2""",192,False,False,N
971,8469535,D,Drew Fata,/api/v1/people/8469535,Drew,Fata,49,1983-07-28,Sault Ste. Marie,ON,CAN,CAN,"6' 1""",209,False,False,N
972,8470144,C,Frans Nielsen,/api/v1/people/8470144,Frans,Nielsen,81,1984-04-24,Herning,,DNK,DNK,"6' 1""",186,True,False,Y
973,8471260,L,Blake Comeau,/api/v1/people/8471260,Blake,Comeau,15,1986-02-18,Meadow Lake,SK,CAN,CAN,"6' 1""",200,True,False,Y
974,8466353,D,Karel Rachunek,/api/v1/people/8466353,Karel,Rachunek,28,1979-08-27,Zlin,,CZE,CZE,"6' 2""",220,False,False,Y
975,8467857,C,Jason Krog,/api/v1/people/8467857,Jason,Krog,40,1975-10-09,Fernie,BC,CAN,CAN,"5' 11""",185,False,False,N
976,8470741,L,Nigel Dawes,/api/v1/people/8470741,Nigel,Dawes,34,1985-02-09,Winnipeg,MB,CAN,CAN,"5' 9""",200,False,False,N
977,8471273,C,Brandon Dubinsky,/api/v1/people/8471273,Brandon,Dubinsky,17,1986-04-29,Anchorage,AK,USA,USA,"6' 2""",208,True,False,I
978,8471339,R,Ryan Callahan,/api/v1/people/8471339,Ryan,Callahan,24,1985-03-21,Rochester,NY,USA,USA,"5' 10""",187,False,False,N
979,8471958,D,Dan Girardi,/api/v1/people/8471958,Dan,Girardi,5,1984-04-29,Welland,ON,CAN,CAN,"6' 1""",212,False,False,Y
980,8465161,G,Steve Valiquette,/api/v1/people/8465161,Steve,Valiquette,40,1977-08-20,Etobicoke,ON,CAN,CAN,"6' 6""",210,False,False,N
981,8465220,R,Eric Meloche,/api/v1/people/8465220,Eric,Meloche,40,1976-05-01,Montreal,QC,CAN,CAN,"5' 10""",202,False,False,N
982,8467918,D,Martin Grenier,/api/v1/people/8467918,Martin,Grenier,32,1980-11-02,Laval,QC,CAN,CAN,"6' 5""",245,False,False,N
983,8468487,D,Lars Jonsson,/api/v1/people/8468487,Lars,Jonsson,43,1982-01-02,Borlange,,SWE,SWE,"6' 1""",198,False,False,N
984,8468786,L,Riley Cote,/api/v1/people/8468786,Riley,Cote,32,1982-03-16,Winnipeg,MB,CAN,CAN,"6' 2""",220,False,False,N
985,8469593,D,Jussi Timonen,/api/v1/people/8469593,Jussi,Timonen,46,1983-06-29,Kuopio,,FIN,FIN,"6' 0""",200,False,False,N
986,8470317,D,Nate Guenin,/api/v1/people/8470317,Nate,Guenin,34,1982-12-10,Aliquippa,PA,USA,USA,"6' 3""",207,False,False,N
987,8470743,D,Lasse Kukkonen,/api/v1/people/8470743,Lasse,Kukkonen,3,1981-09-18,Oulu,,FIN,FIN,"6' 0""",190,False,False,Y
988,8470899,L,Triston Grant,/api/v1/people/8470899,Triston,Grant,23,1984-02-02,Neepawa,MB,CAN,CAN,"6' 1""",211,False,False,N
989,8471692,D,Ryan Parent,/api/v1/people/8471692,Ryan,Parent,34,1987-03-17,Prince Albert,SK,CAN,CAN,"6' 3""",198,False,False,N
990,8468038,G,Michael Leighton,/api/v1/people/8468038,Michael,Leighton,0,1981-05-19,Petrolia,ON,CAN,CAN,"6' 3""",186,False,False,N
991,8471444,G,Martin Houle,/api/v1/people/8471444,Martin,Houle,35,1985-02-12,Montreal,QC,CAN,CAN,"5' 11""",180,False,False,N
992,8468750,D,Micki Dupont,/api/v1/people/8468750,Micki,Dupont,36,1980-04-15,Calgary,AB,CAN,CAN,"5' 10""",186,False,False,N
993,8471215,C,Evgeni Malkin,/api/v1/people/8471215,Evgeni,Malkin,71,1986-07-31,Magnitogorsk,,RUS,RUS,"6' 3""",195,True,False,Y
994,8471724,D,Kris Letang,/api/v1/people/8471724,Kris,Letang,58,1987-04-24,Montreal,QC,CAN,CAN,"6' 0""",201,True,False,Y
995,8473533,C,Jordan Staal,/api/v1/people/8473533,Jordan,Staal,11,1988-09-10,Thunder Bay,ON,CAN,CAN,"6' 4""",220,True,False,Y
996,8458468,D,Jason York,/api/v1/people/8458468,Jason,York,25,1970-05-20,Nepean,ON,CAN,CAN,"6' 2""",202,False,False,Y
997,8466174,C,Jeremy Reich,/api/v1/people/8466174,Jeremy,Reich,53,1979-02-11,Craik,SK,CAN,CAN,"6' 1""",203,False,False,N
998,8467378,D,Bobby Allen,/api/v1/people/8467378,Bobby,Allen,38,1978-11-14,Weymouth,MA,USA,USA,"6' 0""",201,False,False,I
999,8468103,R,Petr Tenkrat,/api/v1/people/8468103,Petr,Tenkrat,17,1977-05-31,Kladno,,CZE,CZE,"6' 0""",201,False,False,Y
1000,8469458,R,Stanislav Chistov,/api/v1/people/8469458,Stanislav,Chistov,13,1983-04-17,Chelyabinsk,,RUS,RUS,"5' 10""",193,False,False,N
1001,8470775,C,Nate Thompson,/api/v1/people/8470775,Nate,Thompson,11,1984-10-05,Anchorage,AK,USA,USA,"6' 1""",205,True,False,Y
1002,8471276,C,David Krejci,/api/v1/people/8471276,David,Krejci,46,1986-04-28,Sternberk,,CZE,CZE,"6' 0""",188,True,False,Y
1003,8471696,D,Matt Lashoff,/api/v1/people/8471696,Matt,Lashoff,29,1986-09-29,East Greenbush,NY,USA,USA,"6' 2""",204,False,False,N
1004,8471713,R,Petr Kalus,/api/v1/people/8471713,Petr,Kalus,29,1987-06-29,Ostrava,,CZE,CZE,"6' 1""",201,False,False,N
1005,8471765,D,Jonathan Sigalet,/api/v1/people/8471765,Jonathan,Sigalet,47,1986-02-12,Vancouver,BC,CAN,CAN,"6' 1""",185,False,False,N
1006,8473548,R,Phil Kessel,/api/v1/people/8473548,Phil,Kessel,81,1987-10-02,Madison,WI,USA,USA,"6' 0""",202,True,False,Y
1007,8469732,G,Joey MacDonald,/api/v1/people/8469732,Joey,MacDonald,39,1980-02-07,Pictou,NS,CAN,CAN,"6' 0""",197,False,False,Y
1008,8467905,C,Michael Ryan,/api/v1/people/8467905,Michael,Ryan,37,1980-05-16,Boston,MA,USA,USA,"6' 1""",188,False,False,N
1009,8470667,L,Clarke MacArthur,/api/v1/people/8470667,Clarke,MacArthur,16,1985-04-06,Lloydminster,AB,CAN,CAN,"6' 0""",192,False,False,N
1010,8471226,R,Drew Stafford,/api/v1/people/8471226,Drew,Stafford,18,1985-10-30,Milwaukee,WI,USA,USA,"6' 2""",215,False,False,N
1011,8471256,D,Michael Funk,/api/v1/people/8471256,Michael,Funk,43,1986-08-15,Abbotsford,BC,CAN,CAN,"6' 4""",199,False,False,N
1012,8471284,D,Andrej Sekera,/api/v1/people/8471284,Andrej,Sekera,5,1986-06-08,Bojnice,,SVK,SVK,"6' 0""",195,True,False,Y
1013,8471388,R,Patrick Kaleta,/api/v1/people/8471388,Patrick,Kaleta,36,1986-06-08,Buffalo,NY,USA,USA,"6' 1""",198,False,False,N
1014,8471419,R,Mark Mancari,/api/v1/people/8471419,Mark,Mancari,12,1985-07-11,London,ON,CAN,CAN,"6' 4""",208,False,False,N
1015,8471452,D,Mike Card,/api/v1/people/8471452,Mike,Card,33,1986-02-18,Kitchener,ON,CAN,CAN,"6' 1""",201,False,False,N
1016,8469489,R,Duncan Milroy,/api/v1/people/8469489,Duncan,Milroy,62,1983-02-08,Edmonton,AB,CAN,CAN,"6' 1""",196,False,False,N
1017,8471362,C,Mikhail Grabovski,/api/v1/people/8471362,Mikhail,Grabovski,84,1984-01-31,Potsdam,,DEU,BLR,"5' 11""",186,False,False,N
1018,8471670,L,Guillaume Latendresse,/api/v1/people/8471670,Guillaume,Latendresse,73,1987-05-24,Ste-Catherine,QC,CAN,CAN,"6' 2""",230,False,False,Y
1019,8470860,G,Jaroslav Halak,/api/v1/people/8470860,Jaroslav,Halak,41,1985-05-13,Bratislava,,SVK,SVK,"5' 11""",185,True,False,Y
1020,8468184,D,Lawrence Nycholat,/api/v1/people/8468184,Lawrence,Nycholat,32,1979-05-07,Calgary,AB,CAN,CAN,"6' 0""",200,False,False,N
1021,8469546,R,Danny Bois,/api/v1/people/8469546,Danny,Bois,34,1983-06-01,Thunder Bay,ON,CAN,CAN,"6' 0""",196,False,False,N
1022,8470267,C,Alexei Kaigorodov,/api/v1/people/8470267,Alexei,Kaigorodov,55,1983-07-29,Magnitogorsk,,RUS,RUS,"6' 0""",194,False,False,N
1023,8470636,C,Josh Hennessy,/api/v1/people/8470636,Josh,Hennessy,62,1985-02-07,Brockton,MA,USA,USA,"6' 0""",200,False,False,Y
1024,8460620,L,Bates Battaglia,/api/v1/people/8460620,Bates,Battaglia,33,1975-12-13,Chicago,IL,USA,USA,"6' 2""",205,False,False,N
1025,8470232,C,Kris Newbury,/api/v1/people/8470232,Kris,Newbury,24,1982-02-19,Brampton,ON,CAN,CAN,"5' 11""",205,False,False,N
1026,8462823,C,Glen Metropolit,/api/v1/people/8462823,Glen,Metropolit,15,1974-06-25,Toronto,ON,CAN,CAN,"5' 10""",196,False,False,Y
1027,8468121,R,Darren Haydar,/api/v1/people/8468121,Darren,Haydar,12,1979-10-22,Toronto,ON,CAN,CAN,"5' 9""",170,False,False,N
1028,8468560,L,Ryan Bayda,/api/v1/people/8468560,Ryan,Bayda,18,1980-12-09,Saskatoon,SK,CAN,CAN,"5' 11""",185,False,False,N
1029,8459479,L,Ville Peltonen,/api/v1/people/8459479,Ville,Peltonen,18,1973-05-24,Vantaa,,FIN,FIN,"5' 11""",182,False,False,Y
1030,8468714,C,Janis Sprukts,/api/v1/people/8468714,Janis,Sprukts,40,1982-01-31,Riga,,LVA,LVA,"6' 3""",235,False,False,N
1031,8470631,C,Kamil Kreps,/api/v1/people/8470631,Kamil,Kreps,28,1984-11-18,Litomerice,,CZE,CZE,"6' 2""",194,False,False,Y
1032,8470698,D,Martin Lojek,/api/v1/people/8470698,Martin,Lojek,47,1985-08-19,Brno,,CZE,CZE,"6' 4""",220,False,False,N
1033,8470970,C,Drew Larman,/api/v1/people/8470970,Drew,Larman,43,1985-05-15,Buffalo,NY,USA,USA,"6' 3""",195,False,False,N
1034,8471266,L,David Booth,/api/v1/people/8471266,David,Booth,17,1984-11-24,Detroit,MI,USA,USA,"6' 0""",212,False,False,Y
1035,8459571,C,Andreas Karlsson,/api/v1/people/8459571,Andreas,Karlsson,24,1975-08-19,Luvika,,SWE,SWE,"6' 4""",201,False,False,Y
1036,8466399,C,Eric Perrin,/api/v1/people/8466399,Eric,Perrin,11,1975-11-01,Laval,QC,CAN,CAN,"5' 9""",180,False,False,N
1037,8468488,R,Nikita Alexeev,/api/v1/people/8468488,Nikita,Alexeev,34,1981-12-27,Murmansk,,RUS,RUS,"6' 6""",227,False,False,Y
1038,8470839,D,Shane O'Brien,/api/v1/people/8470839,Shane,O'Brien,34,1983-08-09,Port Hope,ON,CAN,CAN,"6' 3""",230,False,False,N
1039,8471767,C,Blair Jones,/api/v1/people/8471767,Blair,Jones,42,1986-09-27,Central Butte,SK,CAN,CAN,"6' 2""",216,False,False,N
1040,8466303,G,Johan Holmqvist,/api/v1/people/8466303,Johan,Holmqvist,40,1978-05-24,Tolfta,,SWE,SWE,"6' 3""",198,False,False,Y
1041,8471403,G,Karri Ramo,/api/v1/people/8471403,Karri,Ramo,31,1986-07-01,Asikkala,,FIN,FIN,"6' 2""",206,False,False,I
1042,8470120,R,Alexander Semin,/api/v1/people/8470120,Alexander,Semin,13,1984-03-03,Krasnojarsk,,RUS,RUS,"6' 2""",211,False,False,N
1043,8471240,D,Jeff Schultz,/api/v1/people/8471240,Jeff,Schultz,55,1986-02-25,Calgary,AB,CAN,CAN,"6' 6""",225,False,False,N
1044,8472375,D,Jamie Hunt,/api/v1/people/8472375,Jamie,Hunt,29,1984-04-20,Calgary,AB,CAN,CAN,"6' 2""",195,False,False,N
1045,8465207,R,Reed Low,/api/v1/people/8465207,Reed,Low,34,1976-06-21,Moose Jaw,SK,CAN,CAN,"6' 4""",220,False,False,N
1046,8467386,C,Denis Arkhipov,/api/v1/people/8467386,Denis,Arkhipov,19,1979-05-19,Kazan,,RUS,RUS,"6' 3""",215,False,False,Y
1047,8467914,L,Tony Salmelainen,/api/v1/people/8467914,Tony,Salmelainen,20,1981-08-08,Espoo,,FIN,FIN,"5' 9""",185,False,False,N
1048,8468529,C,Jonas Nordqvist,/api/v1/people/8468529,Jonas,Nordqvist,32,1982-04-26,Leksand,,SWE,SWE,"6' 3""",202,False,False,N
